order_id,order_date,customer_id,seller_id,order_status
6759,2024-05-02,255,22,Returned
6760,2024-01-31,159,23,Returned
6761,2024-04-29,145,4,Returned
6762,2024-05-20,528,31,Cancelled
6763,2024-02-25,116,27,Completed
6764,2024-05-12,527,45,Completed
6765,2024-08-24,530,52,Shipped
6766,2024-10-05,181,27,Completed
6767,2024-03-11,671,44,Cancelled
6768,2024-05-03,797,47,Cancelled
6769,2024-02-01,157,41,Returned
6770,2024-05-24,651,47,Returned
6771,2024-08-10,405,22,Returned
6772,2024-01-24,389,47,Cancelled
6773,2024-03-28,473,7,Cancelled
6774,2024-12-16,798,3,Returned
6775,2024-03-15,840,26,Completed
6776,2024-07-02,719,31,Completed
6777,2024-09-10,848,1,Shipped
6778,2024-06-17,292,22,Completed
6779,2024-11-04,95,30,Shipped
6780,2024-05-11,367,22,Completed
6781,2024-12-25,664,7,Cancelled
6782,2024-11-19,572,33,Completed
6783,2024-08-03,434,40,Completed
6784,2024-08-28,144,9,Completed
6785,2024-06-23,739,27,Cancelled
6786,2024-09-21,404,29,Shipped
6787,2024-11-02,506,36,Returned
6788,2024-08-07,56,30,Returned
6789,2024-07-27,56,19,Shipped
6790,2024-08-06,618,12,Returned
6791,2024-08-06,551,6,Returned
6792,2024-10-27,403,36,Returned
6793,2024-03-14,869,52,Shipped
6794,2024-07-13,824,51,Cancelled
6795,2024-02-27,835,8,Cancelled
6796,2024-10-11,102,16,Cancelled
6797,2024-04-09,770,23,Returned
6798,2024-12-02,109,15,Cancelled
6799,2024-07-09,367,23,Shipped
6800,2024-12-25,676,16,Returned
6801,2024-01-04,853,36,Cancelled
6802,2024-05-12,634,38,Shipped
6803,2024-06-15,169,45,Returned
6804,2024-09-11,160,50,Completed
6805,2024-05-29,775,32,Completed
6806,2024-09-17,184,15,Completed
6807,2024-05-12,302,44,Completed
6808,2024-08-17,788,34,Completed
6809,2024-06-01,17,52,Returned
6810,2024-08-07,877,49,Cancelled
6811,2024-08-11,396,3,Returned
6812,2024-08-16,512,34,Cancelled
6813,2024-10-25,285,24,Cancelled
6814,2024-02-15,237,4,Cancelled
6815,2024-03-09,352,22,Cancelled
6816,2024-05-23,480,19,Cancelled
6817,2024-12-26,259,30,Cancelled
6818,2024-11-25,66,21,Cancelled
6819,2024-01-05,582,48,Shipped
6820,2024-01-08,401,24,Returned
6821,2024-02-20,89,26,Shipped
6822,2024-01-04,649,20,Completed
6823,2024-01-20,401,33,Returned
6824,2024-11-03,331,19,Shipped
6825,2024-07-05,800,10,Returned
6826,2024-12-24,698,14,Returned
6827,2024-04-04,629,30,Returned
6828,2024-09-17,868,50,Returned
6829,2024-12-26,430,28,Cancelled
6830,2024-09-12,602,5,Cancelled
6831,2024-03-01,41,1,Completed
6832,2024-02-23,375,11,Returned
6833,2024-10-09,881,48,Cancelled
6834,2024-03-04,848,41,Shipped
6835,2024-07-30,676,6,Cancelled
6836,2024-08-11,187,28,Cancelled
6837,2024-09-03,523,53,Returned
6838,2024-03-20,830,9,Returned
6839,2024-03-25,253,51,Shipped
6840,2024-04-29,840,11,Completed
6841,2024-03-28,865,31,Cancelled
6842,2024-02-27,334,8,Returned
6843,2024-09-05,564,31,Shipped
6844,2024-10-17,500,21,Completed
6845,2024-01-02,289,17,Shipped
6846,2024-11-25,607,20,Shipped
6847,2024-08-24,309,37,Shipped
6848,2024-12-06,317,45,Shipped
6849,2024-02-03,610,28,Cancelled
6850,2024-04-18,154,7,Cancelled
6851,2024-08-24,493,52,Returned
6852,2024-11-24,408,16,Shipped
6853,2024-05-05,117,26,Completed
6854,2024-10-02,211,50,Completed
6855,2024-01-21,159,54,Cancelled
6856,2024-05-23,237,51,Cancelled
6857,2024-01-05,373,38,Cancelled
6858,2024-12-17,145,40,Completed
6859,2024-08-17,16,4,Completed
6860,2024-02-23,641,24,Shipped
6861,2024-01-20,606,6,Returned
6862,2024-05-07,731,9,Returned
6863,2024-02-05,834,49,Shipped
6864,2024-12-16,271,50,Shipped
6865,2024-04-06,146,51,Shipped
6866,2024-05-09,812,47,Shipped
6867,2024-05-18,294,37,Cancelled
6868,2024-01-08,525,31,Returned
6869,2024-12-27,486,18,Returned
6870,2024-10-12,548,19,Returned
6871,2024-09-30,192,35,Returned
6872,2024-07-25,727,15,Shipped
6873,2024-06-15,895,32,Completed
6874,2024-02-14,151,44,Shipped
6875,2024-02-10,120,47,Returned
6876,2024-11-14,730,2,Returned
6877,2024-03-17,441,26,Shipped
6878,2024-02-10,601,21,Cancelled
6879,2024-11-30,788,19,Shipped
6880,2024-11-09,874,30,Returned
6881,2024-05-18,72,32,Shipped
6882,2024-05-14,510,19,Cancelled
6883,2024-05-08,218,22,Returned
6884,2024-05-28,163,52,Cancelled
6885,2024-01-23,854,26,Cancelled
6886,2024-06-13,602,47,Returned
6887,2024-11-11,841,7,Completed
6888,2024-03-15,421,29,Cancelled
6889,2024-05-23,361,35,Cancelled
6890,2024-01-29,771,27,Returned
6891,2024-04-01,466,47,Shipped
6892,2024-02-04,294,26,Returned
6893,2024-05-21,402,18,Cancelled
6894,2024-02-03,327,11,Completed
6895,2024-11-03,571,36,Returned
6896,2024-06-12,252,39,Shipped
6897,2024-05-28,794,13,Completed
6898,2024-10-30,279,53,Cancelled
6899,2024-07-14,564,55,Returned
6900,2024-07-21,165,7,Cancelled
6901,2024-09-23,160,42,Shipped
6902,2024-03-26,550,30,Cancelled
6903,2024-02-05,438,54,Cancelled
6904,2024-08-07,541,44,Cancelled
6905,2024-05-11,207,31,Shipped
6906,2024-03-09,9,7,Completed
6907,2024-02-14,697,41,Shipped
6908,2024-02-13,276,27,Cancelled
6909,2024-10-27,556,44,Returned
6910,2024-03-06,592,2,Shipped
6911,2024-02-02,7,8,Completed
6912,2024-01-14,320,12,Returned
6913,2024-06-27,34,10,Shipped
6914,2024-09-18,702,43,Cancelled
6915,2024-01-31,685,31,Returned
6916,2024-04-26,72,52,Returned
6917,2024-12-05,472,19,Completed
6918,2024-06-08,674,55,Returned
6919,2024-07-17,146,42,Cancelled
6920,2024-01-18,685,16,Returned
6921,2024-05-07,335,54,Completed
6922,2024-03-02,288,4,Completed
6923,2024-07-12,19,6,Shipped
6924,2024-07-19,303,3,Cancelled
6925,2024-08-11,838,50,Shipped
6926,2024-02-24,738,32,Completed
6927,2024-07-29,692,16,Cancelled
6928,2024-06-03,886,54,Shipped
6929,2024-11-25,21,27,Cancelled
6930,2024-02-22,184,19,Shipped
6931,2024-12-25,421,25,Completed
6932,2024-03-05,626,11,Cancelled
6933,2024-06-27,331,50,Returned
6934,2024-01-26,780,14,Returned
6935,2024-07-21,796,3,Cancelled
6936,2024-01-23,570,4,Cancelled
6937,2024-06-18,747,26,Cancelled
6938,2024-09-21,273,39,Completed
6939,2024-02-12,728,13,Cancelled
6940,2024-07-28,372,35,Completed
6941,2024-02-14,850,16,Completed
6942,2024-09-20,817,33,Shipped
6943,2024-09-22,686,3,Completed
6944,2024-01-04,775,7,Cancelled
6945,2024-04-25,694,9,Returned
6946,2024-11-21,60,36,Completed
6947,2024-11-21,229,40,Returned
6948,2024-07-27,618,14,Cancelled
6949,2024-05-22,74,46,Completed
6950,2024-09-16,738,5,Returned
6951,2024-11-06,838,25,Shipped
6952,2024-01-24,798,36,Cancelled
6953,2024-09-28,412,35,Shipped
6954,2024-01-21,286,6,Completed
6955,2024-09-21,708,17,Shipped
6956,2024-03-11,297,10,Cancelled
6957,2024-06-13,468,26,Completed
6958,2024-02-28,633,37,Completed
6959,2024-07-02,26,43,Completed
6960,2024-12-21,249,15,Shipped
6961,2024-01-20,59,54,Shipped
6962,2024-03-20,860,10,Shipped
6963,2024-11-13,495,32,Completed
6964,2024-12-06,284,7,Returned
6965,2024-12-12,113,4,Completed
6966,2024-02-04,462,40,Completed
6967,2024-05-19,31,5,Completed
6968,2024-03-11,60,8,Shipped
6969,2024-08-07,171,46,Returned
6970,2024-04-20,417,9,Returned
6971,2024-06-26,452,34,Shipped
6972,2024-01-18,274,27,Shipped
6973,2024-12-16,277,26,Returned
6974,2024-06-16,374,55,Cancelled
6975,2024-01-22,258,11,Completed
6976,2024-01-24,227,9,Cancelled
6977,2024-09-23,286,53,Shipped
6978,2024-10-09,573,21,Completed
6979,2024-02-06,648,21,Returned
6980,2024-09-08,745,28,Returned
6981,2024-02-24,787,8,Cancelled
6982,2024-01-31,467,55,Completed
6983,2024-08-25,383,2,Shipped
6984,2024-04-23,840,35,Completed
6985,2024-10-19,810,47,Returned
6986,2024-01-02,343,25,Shipped
6987,2024-02-28,556,42,Returned
6988,2024-09-11,793,41,Completed
6989,2024-05-26,256,27,Returned
6990,2024-11-26,45,30,Completed
6991,2024-12-14,864,16,Returned
6992,2024-09-29,745,1,Shipped
6993,2024-12-25,482,1,Shipped
6994,2024-07-04,369,37,Completed
6995,2024-06-21,681,35,Shipped
6996,2024-02-09,876,22,Completed
6997,2024-08-16,496,45,Completed
6998,2024-06-26,381,9,Cancelled
6999,2024-02-02,555,52,Completed
7000,2024-06-14,217,6,Shipped
7001,2024-01-21,887,2,Shipped
7002,2024-04-24,749,36,Shipped
7003,2024-08-03,878,16,Returned
7004,2024-07-15,653,14,Completed
7005,2024-03-18,760,36,Shipped
7006,2024-08-31,599,31,Shipped
7007,2024-10-12,844,42,Cancelled
7008,2024-04-25,657,2,Shipped
7009,2024-03-22,708,28,Completed
7010,2024-03-04,291,49,Completed
7011,2024-03-31,294,55,Completed
7012,2024-06-30,723,34,Returned
7013,2024-01-16,515,39,Cancelled
7014,2024-03-26,38,47,Shipped
7015,2024-08-02,270,50,Returned
7016,2024-06-17,812,18,Completed
7017,2024-01-26,867,45,Cancelled
7018,2024-03-13,159,7,Cancelled
7019,2024-11-01,826,12,Returned
7020,2024-11-21,832,53,Cancelled
7021,2024-06-28,361,26,Cancelled
7022,2024-04-28,399,6,Shipped
7023,2024-11-22,282,29,Shipped
7024,2024-11-15,340,42,Completed
7025,2024-12-23,760,24,Cancelled
7026,2024-01-22,619,50,Cancelled
7027,2024-02-29,819,12,Completed
7028,2024-08-07,700,40,Cancelled
7029,2024-01-16,51,28,Shipped
7030,2024-12-17,16,6,Cancelled
7031,2024-01-11,899,42,Shipped
7032,2024-09-13,810,43,Returned
7033,2024-03-24,649,33,Shipped
7034,2024-10-31,76,12,Cancelled
7035,2024-04-19,48,53,Cancelled
7036,2024-04-19,142,49,Cancelled
7037,2024-03-07,46,28,Shipped
7038,2024-10-17,19,16,Completed
7039,2024-07-19,794,12,Shipped
7040,2024-01-26,28,50,Returned
7041,2024-03-01,425,26,Shipped
7042,2024-04-18,220,53,Shipped
7043,2024-08-17,54,18,Returned
7044,2024-04-06,463,38,Cancelled
7045,2024-10-06,421,11,Cancelled
7046,2024-02-05,233,33,Returned
7047,2024-08-04,547,29,Shipped
7048,2024-07-17,617,4,Completed
7049,2024-03-07,408,27,Returned
7050,2024-08-18,43,6,Returned
7051,2024-11-13,87,9,Returned
7052,2024-11-20,605,8,Shipped
7053,2024-06-01,238,51,Returned
7054,2024-09-01,426,25,Completed
7055,2024-02-05,555,27,Shipped
7056,2024-08-24,784,39,Returned
7057,2024-04-04,811,11,Returned
7058,2024-06-12,24,51,Returned
7059,2024-03-14,691,4,Cancelled
7060,2024-02-08,538,55,Cancelled
7061,2024-04-21,237,10,Completed
7062,2024-09-25,430,54,Returned
7063,2024-12-19,703,3,Cancelled
7064,2024-09-13,267,15,Shipped
7065,2024-02-05,308,48,Cancelled
7066,2024-05-09,572,11,Completed
7067,2024-01-27,484,19,Returned
7068,2024-05-05,706,2,Cancelled
7069,2024-04-13,589,55,Returned
7070,2024-11-12,30,25,Completed
7071,2024-01-07,34,44,Completed
7072,2024-01-11,400,40,Completed
7073,2024-12-02,503,31,Completed
7074,2024-05-10,171,32,Shipped
7075,2024-08-26,854,41,Completed
7076,2024-06-07,687,22,Cancelled
7077,2024-01-29,741,16,Completed
7078,2024-09-28,893,15,Cancelled
7079,2024-11-16,169,13,Returned
7080,2024-10-23,505,48,Shipped
7081,2024-09-26,582,12,Cancelled
7082,2024-03-10,611,1,Completed
7083,2024-01-31,533,50,Cancelled
7084,2024-08-06,680,45,Returned
7085,2024-07-18,723,43,Shipped
7086,2024-11-06,50,53,Returned
7087,2024-03-02,129,30,Returned
7088,2024-06-26,310,16,Returned
7089,2024-05-10,854,42,Completed
7090,2024-03-12,246,22,Returned
7091,2024-12-13,256,18,Completed
7092,2024-09-16,156,53,Shipped
7093,2024-11-23,701,42,Shipped
7094,2024-04-29,221,16,Cancelled
7095,2024-03-01,423,14,Shipped
7096,2024-08-04,669,41,Cancelled
7097,2024-03-29,496,27,Cancelled
7098,2024-06-04,201,36,Returned
7099,2024-07-20,507,48,Returned
7100,2024-11-30,865,55,Returned
7101,2024-09-09,481,6,Cancelled
7102,2024-11-04,146,32,Cancelled
7103,2024-11-06,383,2,Completed
7104,2024-10-06,879,18,Cancelled
7105,2024-02-19,612,43,Returned
7106,2024-12-20,14,8,Shipped
7107,2024-04-11,892,19,Completed
7108,2024-06-27,790,9,Completed
7109,2024-01-27,63,8,Returned
7110,2024-03-09,5,11,Returned
7111,2024-04-18,872,21,Completed
7112,2024-04-11,691,35,Cancelled
7113,2024-06-18,89,43,Cancelled
7114,2024-03-24,634,36,Completed
7115,2024-09-21,658,30,Cancelled
7116,2024-07-09,748,6,Cancelled
7117,2024-02-19,102,14,Returned
7118,2024-04-11,558,2,Completed
7119,2024-11-12,593,42,Returned
7120,2024-01-12,756,13,Returned
7121,2024-03-01,521,32,Cancelled
7122,2024-01-11,77,41,Shipped
7123,2024-01-22,393,1,Returned
7124,2024-09-21,602,1,Shipped
7125,2024-01-18,568,16,Cancelled
7126,2024-12-25,25,38,Shipped
7127,2024-07-26,143,42,Shipped
7128,2024-10-20,508,15,Completed
7129,2024-11-11,261,26,Cancelled
7130,2024-09-25,770,47,Cancelled
7131,2024-04-14,605,28,Returned
7132,2024-05-10,153,8,Shipped
7133,2024-07-18,212,46,Cancelled
7134,2024-02-22,102,32,Returned
7135,2024-03-17,801,25,Completed
7136,2024-01-21,440,20,Completed
7137,2024-12-14,531,51,Completed
7138,2024-04-10,160,7,Shipped
7139,2024-11-01,343,50,Shipped
7140,2024-11-01,23,36,Returned
7141,2024-09-02,409,16,Cancelled
7142,2024-04-06,701,12,Cancelled
7143,2024-06-04,173,30,Completed
7144,2024-02-04,45,36,Shipped
7145,2024-12-26,141,4,Shipped
7146,2024-10-29,670,52,Returned
7147,2024-06-19,666,46,Completed
7148,2024-08-31,696,45,Shipped
7149,2024-02-17,88,10,Returned
7150,2024-06-06,253,20,Completed
7151,2024-03-22,35,14,Returned
7152,2024-09-02,721,28,Shipped
7153,2024-05-21,98,26,Completed
7154,2024-06-14,487,21,Completed
7155,2024-08-04,23,4,Returned
7156,2024-12-03,724,7,Completed
7157,2024-06-05,353,22,Cancelled
7158,2024-11-18,88,38,Completed
7159,2024-12-24,24,46,Returned
7160,2024-03-17,669,53,Returned
7161,2024-05-17,49,6,Completed
7162,2024-03-26,776,39,Shipped
7163,2024-07-14,482,41,Completed
7164,2024-06-13,46,16,Cancelled
7165,2024-05-11,7,46,Shipped
7166,2024-06-12,295,51,Cancelled
7167,2024-08-21,779,19,Returned
7168,2024-04-23,404,25,Completed
7169,2024-10-06,336,32,Completed
7170,2024-10-02,153,13,Shipped
7171,2024-06-02,630,39,Shipped
7172,2024-10-27,808,51,Completed
7173,2024-03-15,700,46,Shipped
7174,2024-06-28,778,39,Cancelled
7175,2024-08-08,367,31,Returned
7176,2024-08-06,775,49,Cancelled
7177,2024-09-09,825,17,Returned
7178,2024-10-29,434,13,Returned
7179,2024-01-30,229,22,Cancelled
7180,2024-04-26,886,28,Returned
7181,2024-03-17,73,5,Completed
7182,2024-11-22,329,18,Returned
7183,2024-07-18,675,49,Returned
7184,2024-11-27,413,48,Returned
7185,2024-04-15,573,28,Cancelled
7186,2024-07-22,631,22,Shipped
7187,2024-06-05,147,53,Shipped
7188,2024-09-21,539,32,Returned
7189,2024-03-09,704,55,Shipped
7190,2024-11-26,318,4,Completed
7191,2024-07-05,752,4,Shipped
7192,2024-01-07,513,39,Cancelled
7193,2024-01-18,489,26,Shipped
7194,2024-05-20,823,38,Cancelled
7195,2024-07-09,318,24,Completed
7196,2024-08-04,414,38,Completed
7197,2024-07-19,605,11,Completed
7198,2024-08-05,864,38,Completed
7199,2024-09-08,80,13,Completed
7200,2024-02-05,304,2,Cancelled
7201,2024-12-24,245,43,Returned
7202,2024-04-08,798,17,Returned
7203,2024-04-13,136,47,Shipped
7204,2024-12-06,394,36,Shipped
7205,2024-10-04,628,3,Completed
7206,2024-07-07,74,15,Shipped
7207,2024-11-05,809,9,Returned
7208,2024-09-25,23,40,Returned
7209,2024-01-13,772,41,Returned
7210,2024-09-09,582,53,Shipped
7211,2024-08-31,630,32,Returned
7212,2024-10-31,590,4,Shipped
7213,2024-09-19,536,30,Completed
7214,2024-12-24,570,52,Returned
7215,2024-09-06,241,45,Completed
7216,2024-10-21,722,8,Shipped
7217,2024-08-14,560,39,Returned
7218,2024-04-04,133,17,Returned
7219,2024-11-23,737,24,Cancelled
7220,2024-12-08,395,50,Cancelled
7221,2024-12-27,154,20,Returned
7222,2024-11-11,448,32,Completed
7223,2024-10-11,417,23,Shipped
7224,2024-01-27,775,21,Shipped
7225,2024-06-29,504,19,Returned
7226,2024-03-28,839,26,Returned
7227,2024-04-24,241,38,Shipped
7228,2024-10-17,401,52,Cancelled
7229,2024-01-13,239,33,Shipped
7230,2024-08-06,636,29,Returned
7231,2024-07-15,318,45,Completed
7232,2024-11-12,232,47,Returned
7233,2024-01-25,416,12,Returned
7234,2024-03-20,456,23,Returned
7235,2024-07-02,178,26,Shipped
7236,2024-06-23,467,19,Completed
7237,2024-03-23,641,55,Cancelled
7238,2024-08-18,309,51,Shipped
7239,2024-09-18,769,27,Shipped
7240,2024-10-23,770,36,Returned
7241,2024-10-29,231,48,Returned
7242,2024-11-11,185,43,Returned
7243,2024-12-23,35,25,Cancelled
7244,2024-08-09,226,4,Completed
7245,2024-08-08,232,17,Returned
7246,2024-03-16,386,10,Cancelled
7247,2024-01-28,592,30,Shipped
7248,2024-06-28,479,19,Shipped
7249,2024-09-11,99,26,Returned
7250,2024-03-16,309,38,Returned
7251,2024-03-02,346,11,Shipped
7252,2024-06-13,66,50,Shipped
7253,2024-05-29,81,45,Completed
7254,2024-05-07,15,31,Shipped
7255,2024-10-26,570,39,Cancelled
7256,2024-03-05,21,39,Completed
7257,2024-01-09,646,47,Completed
7258,2024-04-02,304,22,Cancelled
7259,2024-02-14,599,46,Returned
7260,2024-12-11,576,18,Cancelled
7261,2024-12-19,130,5,Returned
7262,2024-02-26,33,12,Shipped
7263,2024-10-25,685,32,Shipped
7264,2024-12-06,805,7,Cancelled
7265,2024-05-30,627,29,Completed
7266,2024-08-08,719,1,Shipped
7267,2024-10-16,496,28,Completed
7268,2024-12-28,838,48,Shipped
7269,2024-05-09,315,27,Shipped
7270,2024-03-02,64,42,Cancelled
7271,2024-11-13,640,34,Cancelled
7272,2024-11-08,451,7,Completed
7273,2024-03-30,236,35,Cancelled
7274,2024-08-06,589,52,Completed
7275,2024-08-18,2,18,Shipped
7276,2024-04-27,438,45,Shipped
7277,2024-05-06,526,47,Cancelled
7278,2024-11-10,392,41,Returned
7279,2024-06-06,76,5,Returned
7280,2024-09-17,401,12,Cancelled
7281,2024-07-25,702,24,Cancelled
7282,2024-01-17,165,39,Cancelled
7283,2024-04-18,721,1,Shipped
7284,2024-08-24,753,3,Returned
7285,2024-12-02,889,44,Returned
7286,2024-09-03,842,28,Returned
7287,2024-02-15,892,38,Cancelled
7288,2024-03-25,244,10,Shipped
7289,2024-07-01,216,45,Shipped
7290,2024-02-18,61,6,Returned
7291,2024-02-04,843,3,Returned
7292,2024-02-28,497,27,Completed
7293,2024-06-20,453,12,Completed
7294,2024-03-10,743,32,Returned
7295,2024-02-17,881,50,Cancelled
7296,2024-02-06,45,40,Cancelled
7297,2024-04-28,830,5,Cancelled
7298,2024-10-27,271,9,Shipped
7299,2024-05-07,848,12,Cancelled
7300,2024-02-02,483,4,Cancelled
7301,2024-11-17,594,6,Returned
7302,2024-04-04,198,15,Shipped
7303,2024-01-17,96,54,Cancelled
7304,2024-04-04,701,49,Returned
7305,2024-07-06,310,1,Returned
7306,2024-11-21,149,25,Shipped
7307,2024-06-23,247,26,Cancelled
7308,2024-10-09,890,21,Completed
7309,2024-10-19,145,28,Returned
7310,2024-01-07,830,26,Returned
7311,2024-04-03,235,3,Returned
7312,2024-12-30,109,7,Completed
7313,2024-04-11,222,29,Completed
7314,2024-07-21,238,38,Shipped
7315,2024-03-07,313,17,Returned
7316,2024-09-01,809,38,Cancelled
7317,2024-11-02,537,3,Returned
7318,2024-01-18,535,49,Completed
7319,2024-04-18,768,40,Completed
7320,2024-07-27,719,27,Shipped
7321,2024-08-24,223,29,Cancelled
7322,2024-12-15,579,26,Shipped
7323,2024-02-04,839,21,Returned
7324,2024-02-23,810,31,Shipped
7325,2024-10-20,773,24,Returned
7326,2024-10-16,228,13,Shipped
7327,2024-02-20,197,22,Completed
7328,2024-08-01,392,47,Returned
7329,2024-05-03,808,36,Completed
7330,2024-10-12,579,18,Cancelled
7331,2024-07-17,837,3,Shipped
7332,2024-06-09,68,4,Cancelled
7333,2024-11-05,172,4,Shipped
7334,2024-08-14,307,19,Shipped
7335,2024-11-07,742,16,Cancelled
7336,2024-08-12,397,22,Cancelled
7337,2024-05-24,841,17,Returned
7338,2024-07-10,762,43,Returned
7339,2024-02-09,671,27,Completed
7340,2024-06-05,509,31,Shipped
7341,2024-01-09,730,45,Completed
7342,2024-02-13,162,36,Returned
7343,2024-02-14,715,49,Shipped
7344,2024-01-26,448,39,Cancelled
7345,2024-12-20,572,45,Returned
7346,2024-04-24,877,49,Cancelled
7347,2024-10-16,573,39,Shipped
7348,2024-07-07,500,55,Shipped
7349,2024-08-23,59,34,Completed
7350,2024-02-27,861,31,Completed
7351,2024-01-01,658,10,Completed
7352,2024-01-04,169,10,Shipped
7353,2024-11-16,141,20,Shipped
7354,2024-04-02,320,19,Shipped
7355,2024-06-19,480,50,Returned
7356,2024-06-27,642,26,Shipped
7357,2024-08-13,524,52,Completed
7358,2024-10-06,729,3,Shipped
7359,2024-12-11,90,15,Completed
7360,2024-12-21,595,4,Shipped
7361,2024-03-19,157,36,Shipped
7362,2024-11-26,349,3,Returned
7363,2024-07-24,474,14,Completed
7364,2024-07-06,406,15,Completed
7365,2024-06-26,126,21,Cancelled
7366,2024-07-09,551,3,Returned
7367,2024-04-10,823,20,Shipped
7368,2024-12-09,770,9,Cancelled
7369,2024-09-12,535,1,Returned
7370,2024-10-01,19,1,Shipped
7371,2024-12-12,863,30,Returned
7372,2024-09-04,798,15,Returned
7373,2024-11-22,815,24,Shipped
7374,2024-02-01,685,54,Cancelled
7375,2024-04-20,860,40,Completed
7376,2024-12-08,59,20,Returned
7377,2024-04-15,294,18,Cancelled
7378,2024-05-07,123,16,Cancelled
7379,2024-04-25,558,28,Returned
7380,2024-06-21,358,33,Cancelled
7381,2024-04-02,594,45,Returned
7382,2024-02-20,586,50,Completed
7383,2024-02-08,811,13,Shipped
7384,2024-12-25,705,40,Cancelled
7385,2024-06-24,352,10,Completed
7386,2024-11-26,377,49,Shipped
7387,2024-06-17,384,40,Shipped
7388,2024-02-02,25,23,Returned
7389,2024-10-31,626,9,Completed
7390,2024-01-14,741,34,Returned
7391,2024-05-06,716,45,Completed
7392,2024-02-21,697,48,Cancelled
7393,2024-09-30,225,10,Cancelled
7394,2024-01-14,499,38,Returned
7395,2024-04-04,817,28,Returned
7396,2024-10-14,314,44,Completed
7397,2024-01-21,498,35,Cancelled
7398,2024-09-05,766,39,Completed
7399,2024-07-17,668,33,Returned
7400,2024-07-26,359,3,Completed
7401,2024-01-12,763,37,Cancelled
7402,2024-10-04,373,43,Returned
7403,2024-11-07,480,19,Shipped
7404,2024-05-16,237,52,Cancelled
7405,2024-10-27,130,10,Cancelled
7406,2024-08-11,554,36,Completed
7407,2024-08-11,445,49,Cancelled
7408,2024-06-23,229,43,Shipped
7409,2024-06-11,426,34,Completed
7410,2024-10-01,823,53,Completed
7411,2024-05-09,265,16,Cancelled
7412,2024-11-10,276,55,Completed
7413,2024-12-12,273,53,Cancelled
7414,2024-08-05,884,26,Returned
7415,2024-01-30,531,9,Shipped
7416,2024-01-13,362,16,Returned
7417,2024-06-30,729,34,Completed
7418,2024-05-08,536,27,Cancelled
7419,2024-07-18,787,36,Completed
7420,2024-11-04,848,30,Shipped
7421,2024-09-19,301,48,Shipped
7422,2024-11-06,752,50,Returned
7423,2024-11-11,21,2,Completed
7424,2024-06-13,723,44,Cancelled
7425,2024-07-04,854,42,Cancelled
7426,2024-02-28,780,50,Shipped
7427,2024-04-15,121,11,Cancelled
7428,2024-04-18,349,29,Completed
7429,2024-06-12,257,39,Completed
7430,2024-10-26,318,26,Cancelled
7431,2024-11-16,257,52,Shipped
7432,2024-04-10,667,20,Shipped
7433,2024-11-19,50,34,Returned
7434,2024-12-05,487,32,Completed
7435,2024-02-08,896,35,Completed
7436,2024-11-14,835,22,Shipped
7437,2024-07-12,459,3,Cancelled
7438,2024-07-24,639,27,Shipped
7439,2024-08-12,803,45,Cancelled
7440,2024-11-13,573,52,Completed
7441,2024-12-26,211,10,Returned
7442,2024-05-11,897,43,Completed
7443,2024-09-15,269,11,Shipped
7444,2024-09-21,554,31,Completed
7445,2024-10-16,313,42,Cancelled
7446,2024-01-19,619,4,Cancelled
7447,2024-01-01,447,1,Returned
7448,2024-06-17,141,54,Returned
7449,2024-03-31,230,29,Completed
7450,2024-01-14,460,32,Cancelled
7451,2024-06-19,413,53,Cancelled
7452,2024-04-16,648,24,Returned
7453,2024-10-29,503,13,Returned
7454,2024-06-01,756,35,Completed
7455,2024-01-23,284,22,Completed
7456,2024-10-25,721,34,Returned
7457,2024-09-27,403,27,Cancelled
7458,2024-10-19,69,42,Cancelled
7459,2024-06-22,746,22,Shipped
7460,2024-08-23,654,53,Cancelled
7461,2024-02-22,370,50,Shipped
7462,2024-07-30,327,53,Completed
7463,2024-09-20,781,6,Returned
7464,2024-05-23,451,18,Cancelled
7465,2024-04-23,826,8,Returned
7466,2024-04-17,380,1,Shipped
7467,2024-08-27,745,4,Shipped
7468,2024-01-24,480,27,Completed
7469,2024-04-09,524,50,Cancelled
7470,2024-02-22,161,12,Returned
7471,2024-10-21,766,42,Returned
7472,2024-11-28,894,13,Returned
7473,2024-10-25,42,26,Returned
7474,2024-09-12,895,26,Shipped
7475,2024-01-20,810,21,Cancelled
7476,2024-04-07,714,46,Completed
7477,2024-04-09,698,54,Returned
7478,2024-11-22,25,22,Returned
7479,2024-12-17,334,15,Cancelled
7480,2024-09-10,766,15,Completed
7481,2024-12-01,163,50,Completed
7482,2024-03-31,236,20,Returned
7483,2024-03-14,644,36,Cancelled
7484,2024-03-10,607,44,Cancelled
7485,2024-06-06,724,12,Completed
7486,2024-09-08,767,18,Returned
7487,2024-01-10,223,25,Returned
7488,2024-03-22,619,16,Completed
7489,2024-10-03,110,34,Returned
7490,2024-03-08,343,10,Returned
7491,2024-11-19,692,38,Completed
7492,2024-06-30,77,1,Cancelled
7493,2024-04-16,700,45,Returned
7494,2024-09-01,874,9,Returned
7495,2024-08-05,897,48,Shipped
7496,2024-10-19,899,32,Completed
7497,2024-11-27,416,45,Cancelled
7498,2024-03-06,301,52,Returned
7499,2024-01-14,520,5,Shipped
7500,2024-05-05,781,48,Shipped
7501,2024-11-16,791,41,Cancelled
7502,2024-07-31,532,27,Shipped
7503,2024-05-04,381,34,Shipped
