Shipping_id,order_id,shipping_date,return_date,shipping_provider,delivery_status
6514,6514,2024-10-16,,DTDC,Returned
6515,6515,2024-01-13,,BlueDart,Returned
6516,6516,2024-11-14,,Ecom Express,In Transit
6517,6517,2024-02-21,,Ecom Express,Delivered
6518,6518,2024-09-20,,BlueDart,Returned
6519,6519,2024-10-19,,DTDC,Returned
6520,6520,2024-12-26,,DTDC,Delivered
6521,6521,2024-11-12,,Delhivery,Delivered
6522,6522,2024-08-14,2024-08-17,Delhivery,Returned
6523,6523,2024-09-06,,BlueDart,In Transit
6524,6524,2024-03-31,2024-04-05,BlueDart,Delivered
6525,6525,2024-03-01,,DTDC,Delivered
6526,6526,2024-12-08,,BlueDart,Returned
6527,6527,2024-05-15,,DTDC,In Transit
6528,6528,2024-12-12,,Ecom Express,In Transit
6529,6529,2024-11-23,,Ecom Express,In Transit
6530,6530,2024-05-19,,Ecom Express,Delivered
6531,6531,2024-04-24,2024-04-29,DTDC,Returned
6532,6532,2024-04-08,,Delhivery,Returned
6533,6533,2024-01-12,,BlueDart,Returned
6534,6534,2024-12-01,2024-12-10,Ecom Express,In Transit
6535,6535,2024-06-13,2024-06-23,Ecom Express,In Transit
6536,6536,2024-11-21,,Delhivery,Returned
6537,6537,2024-05-23,,Ecom Express,Returned
6538,6538,2024-04-12,,DTDC,Delivered
6539,6539,2024-02-10,,Ecom Express,Returned
6540,6540,2024-03-23,2024-04-01,Ecom Express,Delivered
6541,6541,2024-09-26,,Delhivery,Returned
6542,6542,2024-06-09,,DTDC,In Transit
6543,6543,2024-03-31,,Delhivery,Delivered
6544,6544,2024-05-22,2024-05-27,Delhivery,Delivered
6545,6545,2024-09-14,,Delhivery,Returned
6546,6546,2024-02-07,2024-02-15,Delhivery,Delivered
6547,6547,2024-09-02,,Ecom Express,In Transit
6548,6548,2024-06-04,,Ecom Express,In Transit
6549,6549,2024-06-23,,DTDC,Returned
6550,6550,2024-07-01,,DTDC,Returned
6551,6551,2024-06-01,,DTDC,In Transit
6552,6552,2024-04-30,,Ecom Express,In Transit
6553,6553,2024-04-26,2024-05-01,Ecom Express,Returned
6554,6554,2024-11-30,,DTDC,In Transit
6555,6555,2024-04-26,,Delhivery,Returned
6556,6556,2024-01-19,2024-01-22,Delhivery,Returned
6557,6557,2024-07-20,,Ecom Express,Delivered
6558,6558,2024-07-30,2024-08-05,Ecom Express,Delivered
6559,6559,2024-06-11,,Ecom Express,Delivered
6560,6560,2024-04-23,,Delhivery,Delivered
6561,6561,2024-11-17,,Ecom Express,In Transit
6562,6562,2024-05-31,,Delhivery,In Transit
6563,6563,2024-08-13,2024-08-17,Ecom Express,Returned
6564,6564,2024-02-21,2024-02-25,Ecom Express,Returned
6565,6565,2024-08-04,,Ecom Express,In Transit
6566,6566,2024-10-28,,BlueDart,Returned
6567,6567,2024-08-21,,BlueDart,In Transit
6568,6568,2024-09-26,2024-10-06,BlueDart,In Transit
6569,6569,2024-01-10,2024-01-20,Ecom Express,Delivered
6570,6570,2024-12-11,,BlueDart,In Transit
6571,6571,2024-02-10,,Ecom Express,Returned
6572,6572,2024-12-14,,Ecom Express,Delivered
6573,6573,2024-11-10,,BlueDart,Delivered
6574,6574,2024-06-01,,BlueDart,In Transit
6575,6575,2024-02-09,2024-02-19,BlueDart,Returned
6576,6576,2024-11-04,,Delhivery,Returned
6577,6577,2024-07-01,2024-07-06,Ecom Express,Returned
6578,6578,2024-06-19,,BlueDart,In Transit
6579,6579,2024-06-24,,Delhivery,Returned
6580,6580,2024-04-24,,DTDC,Returned
6581,6581,2024-07-06,,BlueDart,Returned
6582,6582,2024-09-12,,DTDC,In Transit
6583,6583,2024-04-23,,DTDC,In Transit
6584,6584,2024-11-03,,DTDC,Delivered
6585,6585,2024-08-08,,BlueDart,In Transit
6586,6586,2024-02-07,2024-02-12,BlueDart,Returned
6587,6587,2024-06-15,,Ecom Express,In Transit
6588,6588,2024-11-14,2024-11-23,Ecom Express,Delivered
6589,6589,2024-06-19,,DTDC,Delivered
6590,6590,2024-07-21,,Ecom Express,Delivered
6591,6591,2024-04-01,,BlueDart,Returned
6592,6592,2024-12-05,2024-12-14,BlueDart,Delivered
6593,6593,2024-02-13,,Ecom Express,In Transit
6594,6594,2024-09-03,,Ecom Express,Returned
6595,6595,2024-02-19,,DTDC,Delivered
6596,6596,2024-08-01,,BlueDart,Delivered
6597,6597,2024-11-13,,DTDC,In Transit
6598,6598,2024-01-23,,Delhivery,Returned
6599,6599,2024-09-01,2024-09-08,DTDC,Returned
6600,6600,2024-05-20,2024-05-25,DTDC,In Transit
6601,6601,2024-10-31,,Ecom Express,Returned
6602,6602,2024-03-26,,BlueDart,Returned
6603,6603,2024-04-19,,Delhivery,Returned
6604,6604,2024-03-19,,BlueDart,Delivered
6605,6605,2024-03-03,,Ecom Express,In Transit
6606,6606,2024-07-19,,Ecom Express,Returned
6607,6607,2024-08-06,,BlueDart,In Transit
6608,6608,2024-01-19,2024-01-27,BlueDart,In Transit
6609,6609,2024-02-12,2024-02-22,Ecom Express,Returned
6610,6610,2024-03-14,,Delhivery,In Transit
6611,6611,2024-09-14,,BlueDart,Returned
6612,6612,2024-03-10,,BlueDart,In Transit
6613,6613,2024-09-09,,BlueDart,In Transit
6614,6614,2024-06-19,,DTDC,Delivered
6615,6615,2024-01-16,,Ecom Express,Delivered
6616,6616,2024-07-28,,BlueDart,In Transit
6617,6617,2024-05-17,,Ecom Express,Delivered
6618,6618,2024-02-24,,BlueDart,In Transit
6619,6619,2024-04-29,,BlueDart,Returned
6620,6620,2024-11-05,,Delhivery,Delivered
6621,6621,2024-07-01,,DTDC,In Transit
6622,6622,2024-12-13,2024-12-23,Delhivery,In Transit
6623,6623,2024-01-16,2024-01-25,Ecom Express,Returned
6624,6624,2024-04-22,,DTDC,Delivered
6625,6625,2024-04-15,2024-04-25,Ecom Express,In Transit
6626,6626,2024-01-17,,Delhivery,Delivered
6627,6627,2024-04-13,,Delhivery,In Transit
6628,6628,2024-12-09,,Ecom Express,In Transit
6629,6629,2024-07-04,,DTDC,Delivered
6630,6630,2024-07-20,,Delhivery,Returned
6631,6631,2024-07-05,,Ecom Express,Delivered
6632,6632,2024-04-27,2024-04-30,DTDC,Delivered
6633,6633,2024-08-26,,DTDC,Returned
6634,6634,2024-04-16,2024-04-19,BlueDart,Delivered
6635,6635,2024-10-31,2024-11-09,Delhivery,Returned
6636,6636,2024-09-28,,BlueDart,Delivered
6637,6637,2024-06-19,,DTDC,In Transit
6638,6638,2024-12-24,,Delhivery,Returned
6639,6639,2024-08-06,2024-08-14,BlueDart,Returned
6640,6640,2024-05-31,2024-06-07,BlueDart,Delivered
6641,6641,2024-07-16,2024-07-24,BlueDart,Returned
6642,6642,2024-09-10,2024-09-14,Ecom Express,Returned
6643,6643,2024-02-07,,Delhivery,Returned
6644,6644,2024-02-05,,Delhivery,Returned
6645,6645,2024-09-23,,Delhivery,Delivered
6646,6646,2024-08-15,,Delhivery,In Transit
6647,6647,2024-05-08,,DTDC,Delivered
6648,6648,2024-06-20,2024-06-25,DTDC,Returned
6649,6649,2024-05-05,,DTDC,Delivered
6650,6650,2024-01-20,,DTDC,In Transit
6651,6651,2024-04-19,,Delhivery,Delivered
6652,6652,2024-08-25,,Delhivery,Returned
6653,6653,2024-01-11,2024-01-15,Ecom Express,Delivered
6654,6654,2024-01-07,,Delhivery,Delivered
6655,6655,2024-04-23,,DTDC,Delivered
6656,6656,2024-10-05,,DTDC,In Transit
6657,6657,2024-03-08,,BlueDart,In Transit
6658,6658,2024-12-28,,DTDC,In Transit
6659,6659,2024-02-01,,BlueDart,Delivered
6660,6660,2024-12-24,,DTDC,Delivered
6661,6661,2024-10-24,,Delhivery,Returned
6662,6662,2024-10-25,,Ecom Express,Delivered
6663,6663,2024-02-25,,Delhivery,Delivered
6664,6664,2024-11-24,,Delhivery,Returned
6665,6665,2024-01-08,,BlueDart,Delivered
6666,6666,2024-02-29,,DTDC,Returned
6667,6667,2024-09-21,2024-09-24,DTDC,Returned
6668,6668,2024-12-25,,DTDC,Delivered
6669,6669,2024-07-24,,DTDC,Delivered
6670,6670,2024-06-01,,BlueDart,Returned
6671,6671,2024-03-31,,Ecom Express,Returned
6672,6672,2024-04-25,,BlueDart,In Transit
6673,6673,2024-12-15,,Ecom Express,Returned
6674,6674,2024-06-10,,Ecom Express,Returned
6675,6675,2024-01-31,,DTDC,Delivered
6676,6676,2024-01-05,2024-01-12,BlueDart,In Transit
6677,6677,2024-01-07,,DTDC,Delivered
6678,6678,2024-10-03,,Ecom Express,Returned
6679,6679,2024-02-12,,Delhivery,In Transit
6680,6680,2024-05-18,2024-05-26,DTDC,Delivered
6681,6681,2024-08-09,,BlueDart,Delivered
6682,6682,2024-06-17,,Ecom Express,Returned
6683,6683,2024-10-29,2024-11-02,Ecom Express,Returned
6684,6684,2024-08-14,2024-08-24,Delhivery,In Transit
6685,6685,2024-12-23,,Delhivery,Returned
6686,6686,2024-04-10,,Delhivery,In Transit
6687,6687,2024-10-31,,Delhivery,Returned
6688,6688,2024-06-02,2024-06-05,DTDC,In Transit
6689,6689,2024-05-06,,BlueDart,In Transit
6690,6690,2024-03-06,2024-03-15,Delhivery,Returned
6691,6691,2024-01-27,2024-02-02,DTDC,Delivered
6692,6692,2024-05-11,2024-05-18,DTDC,Delivered
6693,6693,2024-02-26,2024-03-03,DTDC,In Transit
6694,6694,2024-08-31,,BlueDart,Returned
6695,6695,2024-02-22,2024-03-02,DTDC,In Transit
6696,6696,2024-01-20,2024-01-29,Delhivery,In Transit
6697,6697,2024-03-12,,Delhivery,Returned
6698,6698,2024-08-11,,Delhivery,Delivered
6699,6699,2024-05-12,,BlueDart,Returned
6700,6700,2024-03-25,,BlueDart,Delivered
6701,6701,2024-06-12,,DTDC,Returned
6702,6702,2024-07-09,,Ecom Express,Delivered
6703,6703,2024-08-27,,Delhivery,Returned
6704,6704,2024-06-28,2024-07-04,Ecom Express,Returned
6705,6705,2024-06-13,2024-06-18,Ecom Express,In Transit
6706,6706,2024-07-25,,Ecom Express,In Transit
6707,6707,2024-06-08,2024-06-12,Ecom Express,Returned
6708,6708,2024-03-25,,Ecom Express,In Transit
6709,6709,2024-01-23,2024-01-29,Ecom Express,Returned
6710,6710,2024-08-10,,Ecom Express,In Transit
6711,6711,2024-03-12,,Delhivery,In Transit
6712,6712,2024-07-07,,DTDC,Returned
6713,6713,2024-08-02,,DTDC,Delivered
6714,6714,2024-06-25,,Ecom Express,Delivered
6715,6715,2024-10-08,2024-10-13,Ecom Express,Delivered
6716,6716,2024-04-15,,BlueDart,Delivered
6717,6717,2024-02-13,,Ecom Express,Returned
6718,6718,2024-01-11,2024-01-14,Ecom Express,Returned
6719,6719,2024-07-28,,DTDC,Delivered
6720,6720,2024-09-26,,DTDC,Delivered
6721,6721,2024-12-02,2024-12-10,Delhivery,Returned
6722,6722,2024-05-04,,DTDC,In Transit
6723,6723,2024-06-21,,BlueDart,In Transit
6724,6724,2024-11-12,,Delhivery,Returned
6725,6725,2024-11-25,,DTDC,Delivered
6726,6726,2024-03-18,,Delhivery,In Transit
6727,6727,2024-11-16,,DTDC,Returned
6728,6728,2024-07-31,2024-08-04,DTDC,Delivered
6729,6729,2024-08-06,2024-08-14,BlueDart,Delivered
6730,6730,2024-06-08,,Ecom Express,In Transit
6731,6731,2024-06-07,2024-06-16,Ecom Express,In Transit
6732,6732,2024-08-08,,Ecom Express,In Transit
6733,6733,2024-11-24,2024-11-29,Delhivery,Delivered
6734,6734,2024-04-24,,Ecom Express,Returned
6735,6735,2024-08-21,,DTDC,Returned
6736,6736,2024-05-26,2024-06-02,Delhivery,In Transit
6737,6737,2024-11-03,2024-11-09,DTDC,Returned
6738,6738,2024-12-07,,Ecom Express,Delivered
6739,6739,2024-08-25,2024-08-30,BlueDart,Delivered
6740,6740,2024-09-19,,Delhivery,Returned
6741,6741,2024-06-22,,Ecom Express,Delivered
6742,6742,2024-04-11,,BlueDart,Delivered
6743,6743,2024-04-14,,Delhivery,In Transit
6744,6744,2024-05-03,,Delhivery,Returned
6745,6745,2024-12-14,,Delhivery,Delivered
6746,6746,2024-11-27,,DTDC,In Transit
6747,6747,2024-03-01,,Delhivery,Returned
6748,6748,2024-08-15,,BlueDart,Delivered
6749,6749,2024-08-03,,Delhivery,In Transit
6750,6750,2024-07-04,,BlueDart,In Transit
6751,6751,2024-04-03,,DTDC,Delivered
6752,6752,2024-06-22,,DTDC,Returned
6753,6753,2024-10-22,,DTDC,Delivered
6754,6754,2024-04-05,2024-04-12,DTDC,Returned
6755,6755,2024-03-15,2024-03-25,Delhivery,In Transit
6756,6756,2024-04-13,,BlueDart,Delivered
6757,6757,2024-05-07,2024-05-10,DTDC,Delivered
6758,6758,2024-09-17,2024-09-21,BlueDart,Returned
6759,6759,2024-02-16,,Delhivery,In Transit
6760,6760,2024-04-11,,BlueDart,In Transit
6761,6761,2024-12-27,,DTDC,Delivered
6762,6762,2024-01-17,,BlueDart,Delivered
6763,6763,2024-03-31,,Ecom Express,In Transit
6764,6764,2024-08-24,,Delhivery,Delivered
6765,6765,2024-12-17,,BlueDart,In Transit
6766,6766,2024-05-24,,DTDC,Delivered
6767,6767,2024-03-11,,Ecom Express,Delivered
6768,6768,2024-04-18,,DTDC,In Transit
6769,6769,2024-07-27,,DTDC,Returned
6770,6770,2024-05-03,,BlueDart,In Transit
6771,6771,2024-09-04,,BlueDart,In Transit
6772,6772,2024-09-07,2024-09-11,BlueDart,Returned
6773,6773,2024-05-27,2024-06-04,Ecom Express,In Transit
6774,6774,2024-07-25,2024-07-31,Ecom Express,Delivered
6775,6775,2024-03-05,2024-03-08,DTDC,In Transit
6776,6776,2024-06-19,,Delhivery,Returned
6777,6777,2024-09-24,,BlueDart,In Transit
6778,6778,2024-05-29,,Delhivery,In Transit
6779,6779,2024-11-20,,Delhivery,In Transit
6780,6780,2024-10-28,,BlueDart,Delivered
6781,6781,2024-09-22,,DTDC,Delivered
6782,6782,2024-11-23,,Delhivery,Returned
6783,6783,2024-05-11,2024-05-18,DTDC,Delivered
6784,6784,2024-12-08,,Ecom Express,Delivered
6785,6785,2024-12-11,,Delhivery,Returned
6786,6786,2024-06-15,,BlueDart,Returned
6787,6787,2024-05-28,,DTDC,Returned
6788,6788,2024-09-06,2024-09-11,DTDC,Delivered
6789,6789,2024-02-22,,Delhivery,Returned
6790,6790,2024-04-09,,Delhivery,Returned
6791,6791,2024-10-17,2024-10-24,Delhivery,Delivered
6792,6792,2024-08-02,,Delhivery,Returned
6793,6793,2024-12-22,,Ecom Express,Returned
6794,6794,2024-03-30,,DTDC,Delivered
6795,6795,2024-03-10,2024-03-18,Ecom Express,Returned
6796,6796,2024-09-25,,Delhivery,In Transit
6797,6797,2024-05-16,,DTDC,Delivered
6798,6798,2024-07-17,,DTDC,In Transit
6799,6799,2024-08-25,,Delhivery,Delivered
6800,6800,2024-06-30,,Ecom Express,Delivered
6801,6801,2024-04-05,,Ecom Express,Delivered
6802,6802,2024-11-13,,DTDC,In Transit
6803,6803,2024-08-07,,Ecom Express,Delivered
6804,6804,2024-03-22,,Ecom Express,In Transit
6805,6805,2024-03-12,,Ecom Express,In Transit
6806,6806,2024-12-20,,BlueDart,In Transit
6807,6807,2024-07-11,,Delhivery,Returned
6808,6808,2024-07-01,,BlueDart,In Transit
6809,6809,2024-03-24,,DTDC,In Transit
6810,6810,2024-07-01,2024-07-06,BlueDart,Delivered
6811,6811,2024-02-10,2024-02-16,BlueDart,In Transit
6812,6812,2024-03-23,,BlueDart,Delivered
6813,6813,2024-01-02,,Delhivery,Returned
6814,6814,2024-04-23,,DTDC,Delivered
6815,6815,2024-07-27,,Delhivery,In Transit
6816,6816,2024-07-31,,BlueDart,Delivered
6817,6817,2024-02-03,,Delhivery,Returned
6818,6818,2024-11-29,2024-12-04,Ecom Express,In Transit
6819,6819,2024-02-15,2024-02-23,BlueDart,In Transit
6820,6820,2024-04-17,,BlueDart,Delivered
6821,6821,2024-09-17,2024-09-20,Delhivery,Delivered
6822,6822,2024-04-03,,DTDC,Delivered
6823,6823,2024-05-17,2024-05-27,Ecom Express,In Transit
6824,6824,2024-09-06,,BlueDart,In Transit
6825,6825,2024-04-09,,DTDC,Returned
6826,6826,2024-10-20,,DTDC,Delivered
6827,6827,2024-08-16,,Ecom Express,In Transit
6828,6828,2024-02-11,2024-02-17,Delhivery,In Transit
6829,6829,2024-01-18,,DTDC,Delivered
6830,6830,2024-04-07,,Ecom Express,In Transit
6831,6831,2024-06-27,,Ecom Express,Delivered
6832,6832,2024-02-12,,BlueDart,Delivered
6833,6833,2024-06-12,,BlueDart,In Transit
6834,6834,2024-11-24,,DTDC,Delivered
6835,6835,2024-12-23,,DTDC,Returned
6836,6836,2024-07-18,,BlueDart,In Transit
6837,6837,2024-11-30,,BlueDart,In Transit
6838,6838,2024-11-02,2024-11-10,Ecom Express,In Transit
6839,6839,2024-10-13,,Ecom Express,Returned
6840,6840,2024-08-29,,Ecom Express,Delivered
6841,6841,2024-05-06,,Delhivery,Delivered
6842,6842,2024-04-01,,Ecom Express,Returned
6843,6843,2024-05-14,,BlueDart,Returned
6844,6844,2024-07-07,,DTDC,Delivered
6845,6845,2024-06-02,2024-06-08,Delhivery,Delivered
6846,6846,2024-01-07,,DTDC,In Transit
6847,6847,2024-08-13,,BlueDart,Returned
6848,6848,2024-10-04,,BlueDart,In Transit
6849,6849,2024-04-03,,BlueDart,In Transit
6850,6850,2024-08-12,2024-08-18,DTDC,Delivered
6851,6851,2024-09-11,2024-09-19,Delhivery,Delivered
6852,6852,2024-08-05,,Delhivery,In Transit
6853,6853,2024-01-19,,Ecom Express,In Transit
6854,6854,2024-01-26,,Delhivery,In Transit
6855,6855,2024-03-04,,Ecom Express,Delivered
6856,6856,2024-12-09,,Ecom Express,Returned
6857,6857,2024-10-14,,BlueDart,Delivered
6858,6858,2024-02-19,,Ecom Express,In Transit
6859,6859,2024-11-19,2024-11-28,Ecom Express,Returned
6860,6860,2024-11-15,,Delhivery,Delivered
6861,6861,2024-03-15,,Ecom Express,In Transit
6862,6862,2024-11-02,2024-11-09,BlueDart,In Transit
6863,6863,2024-11-09,,DTDC,Returned
6864,6864,2024-07-11,,DTDC,Returned
6865,6865,2024-02-17,,Ecom Express,Delivered
6866,6866,2024-01-10,,Ecom Express,Returned
6867,6867,2024-08-09,,Delhivery,In Transit
6868,6868,2024-05-22,,Ecom Express,Returned
6869,6869,2024-03-14,,Ecom Express,Returned
6870,6870,2024-01-28,,Ecom Express,Returned
6871,6871,2024-05-17,,Ecom Express,Returned
6872,6872,2024-03-24,,BlueDart,Delivered
6873,6873,2024-11-28,,Ecom Express,In Transit
6874,6874,2024-02-20,,Delhivery,Returned
6875,6875,2024-09-09,2024-09-19,Delhivery,Delivered
6876,6876,2024-01-29,2024-02-02,DTDC,In Transit
6877,6877,2024-01-31,2024-02-10,BlueDart,Delivered
6878,6878,2024-11-30,,BlueDart,Returned
6879,6879,2024-04-16,,DTDC,Delivered
6880,6880,2024-01-16,,BlueDart,Returned
6881,6881,2024-06-22,,DTDC,In Transit
6882,6882,2024-03-25,,BlueDart,Returned
6883,6883,2024-03-04,,Delhivery,Delivered
6884,6884,2024-10-10,2024-10-17,Delhivery,In Transit
6885,6885,2024-03-09,,Ecom Express,In Transit
6886,6886,2024-01-10,,Ecom Express,Returned
6887,6887,2024-01-08,,Ecom Express,Delivered
6888,6888,2024-05-03,,DTDC,Delivered
6889,6889,2024-05-05,,Delhivery,Returned
6890,6890,2024-10-25,,Delhivery,Delivered
6891,6891,2024-08-28,2024-09-03,Delhivery,Delivered
6892,6892,2024-03-28,2024-04-07,Delhivery,In Transit
6893,6893,2024-03-04,,Ecom Express,Delivered
6894,6894,2024-01-09,,DTDC,Returned
6895,6895,2024-07-09,,Delhivery,Delivered
6896,6896,2024-11-10,,BlueDart,Returned
6897,6897,2024-12-04,,BlueDart,In Transit
6898,6898,2024-09-03,,BlueDart,In Transit
6899,6899,2024-08-09,,BlueDart,In Transit
6900,6900,2024-04-19,,Delhivery,Returned
6901,6901,2024-03-22,,Ecom Express,Returned
6902,6902,2024-08-27,,BlueDart,In Transit
6903,6903,2024-06-17,,Delhivery,Delivered
6904,6904,2024-03-16,2024-03-25,BlueDart,Returned
6905,6905,2024-10-30,,DTDC,Delivered
6906,6906,2024-07-11,2024-07-17,Ecom Express,Delivered
6907,6907,2024-04-14,2024-04-17,BlueDart,In Transit
6908,6908,2024-11-30,,Ecom Express,Delivered
6909,6909,2024-01-06,,BlueDart,In Transit
6910,6910,2024-10-11,2024-10-18,DTDC,Delivered
6911,6911,2024-09-07,,Ecom Express,Returned
6912,6912,2024-06-12,,BlueDart,Returned
6913,6913,2024-11-25,2024-11-28,Delhivery,Delivered
6914,6914,2024-06-24,2024-07-04,Ecom Express,Returned
6915,6915,2024-05-30,2024-06-02,DTDC,Delivered
6916,6916,2024-10-05,,Ecom Express,In Transit
6917,6917,2024-06-22,,Delhivery,In Transit
6918,6918,2024-07-04,,Delhivery,Returned
6919,6919,2024-03-11,,DTDC,Returned
6920,6920,2024-03-14,,DTDC,Returned
6921,6921,2024-09-06,,Delhivery,Returned
6922,6922,2024-03-15,,Ecom Express,Returned
6923,6923,2024-12-16,,Delhivery,Returned
6924,6924,2024-12-15,,Ecom Express,Delivered
6925,6925,2024-10-29,2024-11-08,Ecom Express,In Transit
6926,6926,2024-04-27,2024-05-01,Delhivery,Returned
6927,6927,2024-05-16,,Delhivery,In Transit
6928,6928,2024-05-16,,BlueDart,Delivered
6929,6929,2024-01-28,,Delhivery,Delivered
6930,6930,2024-04-28,,Delhivery,In Transit
6931,6931,2024-01-10,,Delhivery,In Transit
6932,6932,2024-07-17,,Delhivery,Delivered
6933,6933,2024-03-20,,Ecom Express,Delivered
6934,6934,2024-07-08,,Delhivery,In Transit
6935,6935,2024-12-23,2024-12-29,DTDC,Delivered
6936,6936,2024-03-04,,Ecom Express,Returned
6937,6937,2024-03-08,,Ecom Express,Delivered
6938,6938,2024-01-21,,Ecom Express,Delivered
6939,6939,2024-12-22,,Ecom Express,In Transit
6940,6940,2024-01-26,2024-02-01,BlueDart,In Transit
6941,6941,2024-09-17,,Ecom Express,In Transit
6942,6942,2024-06-26,,Ecom Express,Returned
6943,6943,2024-06-22,,DTDC,Delivered
6944,6944,2024-09-25,,DTDC,Returned
6945,6945,2024-07-01,2024-07-05,BlueDart,Returned
6946,6946,2024-03-01,,BlueDart,Returned
6947,6947,2024-07-15,,BlueDart,Returned
6948,6948,2024-11-24,,Ecom Express,In Transit
6949,6949,2024-04-08,,Delhivery,Delivered
6950,6950,2024-05-27,,Ecom Express,Delivered
6951,6951,2024-11-16,,Delhivery,Delivered
6952,6952,2024-05-31,,BlueDart,Returned
6953,6953,2024-06-23,,BlueDart,Delivered
6954,6954,2024-09-02,2024-09-11,Delhivery,Delivered
6955,6955,2024-04-26,,DTDC,Delivered
6956,6956,2024-11-21,,Ecom Express,In Transit
6957,6957,2024-05-26,,BlueDart,Delivered
6958,6958,2024-10-27,,BlueDart,Returned
6959,6959,2024-05-06,,DTDC,Delivered
6960,6960,2024-05-25,,DTDC,Delivered
6961,6961,2024-12-27,2025-01-02,Ecom Express,In Transit
6962,6962,2024-09-20,,DTDC,In Transit
6963,6963,2024-06-10,,DTDC,Delivered
6964,6964,2024-12-03,,Delhivery,Delivered
6965,6965,2024-11-25,2024-12-05,DTDC,Delivered
6966,6966,2024-06-03,2024-06-07,DTDC,Delivered
6967,6967,2024-06-01,,BlueDart,In Transit
6968,6968,2024-12-01,,Delhivery,Delivered
6969,6969,2024-01-21,,BlueDart,Delivered
6970,6970,2024-01-01,,Ecom Express,Delivered
6971,6971,2024-06-12,,Ecom Express,In Transit
6972,6972,2024-10-20,,Ecom Express,Returned
6973,6973,2024-01-22,,BlueDart,In Transit
6974,6974,2024-05-27,,Ecom Express,In Transit
6975,6975,2024-09-05,2024-09-14,Delhivery,Returned
6976,6976,2024-11-28,,DTDC,Delivered
6977,6977,2024-12-18,,Ecom Express,In Transit
6978,6978,2024-11-19,,Delhivery,In Transit
6979,6979,2024-09-15,,Ecom Express,Delivered
6980,6980,2024-06-25,2024-07-04,Delhivery,In Transit
6981,6981,2024-05-07,,Ecom Express,Delivered
6982,6982,2024-06-01,,Ecom Express,Delivered
6983,6983,2024-09-12,,Delhivery,Delivered
6984,6984,2024-06-17,,Ecom Express,Returned
6985,6985,2024-10-26,,Delhivery,Delivered
6986,6986,2024-09-04,,Ecom Express,Returned
6987,6987,2024-11-19,,DTDC,In Transit
6988,6988,2024-02-14,,DTDC,Delivered
6989,6989,2024-11-13,,Delhivery,Returned
6990,6990,2024-03-24,2024-04-01,BlueDart,Returned
6991,6991,2024-09-24,2024-10-04,Ecom Express,Delivered
6992,6992,2024-10-23,,BlueDart,In Transit
6993,6993,2024-01-10,2024-01-16,DTDC,In Transit
6994,6994,2024-11-07,,Ecom Express,Delivered
6995,6995,2024-08-06,2024-08-16,BlueDart,Delivered
6996,6996,2024-04-09,,DTDC,In Transit
6997,6997,2024-03-25,,BlueDart,In Transit
6998,6998,2024-06-11,,BlueDart,Returned
6999,6999,2024-11-24,2024-11-29,Delhivery,In Transit
7000,7000,2024-03-20,2024-03-24,DTDC,Returned
7001,7001,2024-09-07,,DTDC,In Transit
7002,7002,2024-01-19,,BlueDart,Returned
7003,7003,2024-06-20,2024-06-25,BlueDart,Delivered
7004,7004,2024-03-25,,BlueDart,In Transit
7005,7005,2024-07-07,2024-07-17,BlueDart,Returned
7006,7006,2024-01-01,,BlueDart,Delivered
7007,7007,2024-07-21,,DTDC,In Transit
7008,7008,2024-10-13,,DTDC,In Transit
7009,7009,2024-06-13,2024-06-18,DTDC,Returned
7010,7010,2024-06-29,,DTDC,In Transit
7011,7011,2024-04-10,,Ecom Express,Returned
7012,7012,2024-06-18,,Delhivery,In Transit
7013,7013,2024-06-04,2024-06-12,DTDC,Returned
7014,7014,2024-05-26,2024-05-30,BlueDart,Delivered
7015,7015,2024-08-16,,BlueDart,Delivered
7016,7016,2024-06-07,,BlueDart,Returned
7017,7017,2024-01-24,,BlueDart,In Transit
7018,7018,2024-03-27,,BlueDart,Returned
7019,7019,2024-03-14,,Delhivery,Returned
7020,7020,2024-08-09,,BlueDart,In Transit
7021,7021,2024-12-24,,DTDC,Returned
7022,7022,2024-05-04,,Delhivery,Returned
7023,7023,2024-01-04,,Ecom Express,Delivered
7024,7024,2024-03-19,,Ecom Express,Returned
7025,7025,2024-06-19,,DTDC,Delivered
7026,7026,2024-11-21,,DTDC,Delivered
7027,7027,2024-12-03,,Delhivery,Delivered
7028,7028,2024-05-17,,BlueDart,Returned
7029,7029,2024-10-10,,DTDC,In Transit
7030,7030,2024-07-07,,BlueDart,Delivered
7031,7031,2024-05-06,,Delhivery,Returned
7032,7032,2024-04-28,,BlueDart,Returned
7033,7033,2024-02-16,2024-02-26,Delhivery,Returned
7034,7034,2024-10-05,,Ecom Express,Delivered
7035,7035,2024-07-06,,Delhivery,Returned
7036,7036,2024-12-13,,Delhivery,Returned
7037,7037,2024-11-27,,Ecom Express,Delivered
7038,7038,2024-05-15,2024-05-19,BlueDart,In Transit
7039,7039,2024-07-29,,Ecom Express,In Transit
7040,7040,2024-12-08,,Ecom Express,In Transit
7041,7041,2024-08-20,,BlueDart,Delivered
7042,7042,2024-03-27,,BlueDart,Returned
7043,7043,2024-12-02,,Delhivery,Delivered
7044,7044,2024-05-01,,Delhivery,Delivered
7045,7045,2024-01-29,2024-02-03,Delhivery,In Transit
7046,7046,2024-03-07,2024-03-14,Delhivery,Delivered
7047,7047,2024-04-27,,Ecom Express,Returned
